,,ChannelInfo,Category,Subscribers ,Avg.Views ,NoxScore
931, 931     ↓    1  ,   Study IQ education ,  Education  , 8.57M ↑  0.5% ,  40.22K    ↓     6.7% ,
932, 932     ↓    3  ,   Karol Sevilla ,  Entertainment  , 8.56M ↑  0.1% ,  886.98K   ↑   0.4% ,
933, 933     -   ,"   せんももあいしーCh Sen, Momo, Ai & Shii ",  People & Blogs  , 8.56M ↑  0.7% ,  78.07K   ↑   10.5% ,
934, 934     ↓    3  ,   NDTV ,  News & Politics  , 8.55M ↑  0.4% ,  6.37K   ↑   48.9% ,
935, 935   ↑   7  ,   FrontaL Gaming ,  Gaming  , 8.54M ↑  1.3% ,  2.67M   ↑   1.4% ,
936, 936     ↓    1  ,   Goldmines Housefull ,  Film & Animation  , 8.54M ↑  0.5% ,  219.31K   ↑   59.3% ,
937, 937     ↓    3  ,   Vogue ,  Howto & Style  , 8.53M ↑  0.4% ,  1.51M   ↑   7.7% ,
938, 938     ↓    6  ,   Ini Talk Show ,  Comedy  , 8.53M ↑  0.2% ,  119.09K   ↑   3.4% ,
939, 939   ↑   1  ,   TWICE ,  Music  , 8.52M ↑  0.7% ,  798.5K   ↑   7.5% ,
940, 940     ↓    3  ,   Arcangel ,  Music  , 8.51M ↑  0.4% ,  29.87M   ↑   1.4% ,
941, 941     ↓    5  ,   elcarteldesantatv ,  Sports  , 8.51M ↑  0.2% ,  2.81M    ↓     43% ,
942, 942     ↓    1  ,   Games EduUu ,  Gaming  , 8.49M ↑  0.4% ,  2.17M   ↑   5.3% ,
943, 943     ↓    4  ,   freekickerz ,  Sports  , 8.49M ↑  0.1% ,  782.42K    ↓     2.8% ,
944, 944     -   ,   Wave Music - Bhakti ,  Music  , 8.49M ↑  0.6% ,  21.91K    ↓     9.9% ,
945, 945   ↑   2  ,   हिंदी - Genevieve's Playhouse ,  Education  , 8.48M ↑  0.9% ,  25.85M    ↓     1.3% ,
946, 946   ↑   6  ,   Come Play With Me ,  Entertainment  , 8.47M ↑  0.8% ,  12.91M   ↑   4.1% ,
947, 947     ↓    4  ,   Stephen Sharer ,  Entertainment  , 8.47M ↑  0.2% ,  1.34M   ↑   3.7% ,
948, 948     -   ,   MrBeast Gaming ,  Gaming  , 8.46M   -   ,  10.71M    -    ,
949, 949     ↓    3  ,   MBCkpop ,  Music  , 8.45M ↑  0.4% ,  41.48K    ↓     49.8% ,
950, 950   ↑   6  ,   Rawan and Rayan ,  People & Blogs  , 8.44M ↑  0.5% ,  2.15M   ↑   3.9% ,
951, 951     ↓    1  ,   Zach King ,  Entertainment  , 8.44M ↑  0.5% ,  5.47M   ↑   1.5% ,
952, 952     ↓    7  ,   Дима Масленников ,  Entertainment  , 8.43M ↑  0.1% ,  4.54M   ↑   0.8% ,
953, 953     ↓    4  ,   Gustavo Paródias ,  Comedy  , 8.43M ↑  0.4% ,  2.3M   ↑   2.3% ,
954, 954     -   ,   Caso Cerrado ,  Entertainment  , 8.43M ↑  0.4% ,  1.33M   ↑   7.2% ,
955, 955     ↓    7  ,   rsfriends ,  Music  , 8.43M ↑  0.2% ,  89.96K   ↑   2.6% ,
956, 956   ↑   11  ,   João Caetano ,  Entertainment  , 8.42M ↑  0.8% ,  1.47M   ↑   11.3% ,
957, 957   ↑   1  ,   123 GO! ,  People & Blogs  , 8.42M ↑  0.4% ,  7.67M    ↓     3.6% ,
958, 958   ↑   10  ,   Lorrayne Oliveira ,  Entertainment  , 8.42M ↑  0.8% ,  1.08M    ↓     4% ,
959, 959   ↑   18  ,   أترو/Atro ,  Gaming  , 8.42M ↑  1.2% ,  1.35M    ↓     1.6% ,
960, 960   ↑   5  ,   Lady Diana ,  Entertainment  , 8.42M ↑  0.7% ,  2.65M    ↓     4.3% ,
961, 961     ↓    1  ,   Black Eyed Peas ,  Music  , 8.41M ↑  0.5% ,  2.78M   ↑   0.3% ,
962, 962     ↓    11  ,   Lizbeth Rodriguez ,  Entertainment  , 8.41M   -   ,  113.45K    ↓     3.4% ,
963, 963     ↓    1  ,   Akon ,  Music  , 8.41M ↑  0.5% ,  534.63K   ↑   1% ,
964, 964     ↓    11  ,   Natalies Outlet ,  Howto & Style  , 8.41M   -   ,  436.1K    ↓     2.3% ,
965, 965     ↓    8  ,   Pica - Pica Oficial ,  Music  , 8.4M ↑  0.1% ,  556.62K   ↑   2.6% ,
966, 966   ↑   5  ,   Knowledge Tv हिन्दी ,  Education  , 8.4M ↑  0.7% ,  198.22K   ↑   20.2% ,
967, 967     ↓    8  ,   Muca Muriçoca ,  Entertainment  , 8.39M ↑  0.2% ,  2.2M   ↑   0.8% ,
968, 968   ↑   6  ,   Kênh Thiếu Nhi - BHMEDIA ,  Music  , 8.39M ↑  0.6% ,  23.32K   ↑   5.5% ,
969, 969     -   ,   YoungBoy Never Broke Again ,  Music  , 8.38M ↑  0.5% ,  1.27M   ↑   21.1% ,
970, 970     ↓    6  ,   Life Hacks & Experiments ,  Science & Technology  , 8.38M ↑  0.1% ,  308.14K    ↓     14.8% ,
971, 971   ↑   18  ,   Kim Loaiza ,  Music  , 8.38M ↑  1.3% ,  70.14M   ↑   4.5% ,
972, 972     ↓    2  ,   Yoga With Adriene ,  Howto & Style  , 8.38M ↑  0.5% ,  946.04K   ↑   2.2% ,
973, 973     ↓    10  ,   LastWeekTonight ,  Entertainment  , 8.38M ↑  0.1% ,  7.66M    ↓     2.7% ,
974, 974     ↓    2  ,   Prince Royce ,  People & Blogs  , 8.37M ↑  0.2% ,  14.37K    -    ,
975, 975     -   ,   BBC News ,  News & Politics  , 8.37M ↑  0.5% ,  182.23K   ↑   101.8% ,
976, 976     ↓    10  ,   Thơ Nguyễn ,  People & Blogs  , 8.37M ↑  0.1% ,  2.42M    ↓     0.9% ,
977, 977   ↑   2  ,   The Daily Show with Trevor Noah ,  Comedy  , 8.36M ↑  0.4% ,  721.86K   ↑   36.7% ,
978, 978     ↓    2  ,   Sofia Castro ,  Entertainment  , 8.35M ↑  0.1% ,  2.8M   ↑   0.5% ,
979, 979   ↑   5  ,   Levinho ,  Gaming  , 8.35M ↑  0.6% ,  793.41K    ↓     14.4% ,
980, 980     ↓    7  ,   CJ SO COOL ,  Entertainment  , 8.35M ↑  0.1% ,  1.03M    ↓     2.2% ,
981, 981   ↑   13  ,   Hero Movies 2020 ,  People & Blogs  , 8.34M ↑  1.1% ,  3.19M   ↑   7.6% ,
982, 982   ↑   11  ,   Wow Kidz Action ,  Entertainment  , 8.34M ↑  0.7% ,  970.07K    ↓     5.3% ,
983, 983   ↑   5  ,   T-Series Hamaar Bhojpuri ,  Music  , 8.33M ↑  0.5% ,  71.11K   ↑   11% ,
984, 984     ↓    6  ,   BIBI ,  Entertainment  , 8.33M ↑  0.1% ,  160.15K    ↓     10% ,
985, 985     ↓    2  ,   FaZe Clan ,  Gaming  , 8.33M ↑  0.2% ,  2.27M   ↑   1.3% ,
986, 986   ↑   6  ,   Telugu Filmnagar ,  Entertainment  , 8.33M ↑  0.5% ,  5.58K    ↓     47.1% ,
987, 987     ↓    7  ,   TheBrainDit ,  Gaming  , 8.33M   -   ,  45.79K   ↑   9.3% ,
988, 988     -   ,   Avocado Couple I Crazy Comics ,  Film & Animation  , 8.32M   -   ,  2.48M    -    ,
989, 989     ↓    3  ,   FutParódias ,  Sports  , 8.32M ↑  0.2% ,  2.07M   ↑   1.6% ,
990, 990     ↓    5  ,   truly ,  News & Politics  , 8.32M ↑  0.2% ,  202.76K   ↑   20.9% ,
991, 991     ↓    9  ,   grav3yardgirl ,  Howto & Style  , 8.31M   -   ,  230.05K   ↑   1.2% ,
992, 992     ↓    11  ,   MeghanTrainorVEVO ,  Music  , 8.31M   ↓   0.1% ,  288.82K   ↑   1.7% ,
993, 993     ↓    6  ,   EverythingApplePro ,  Science & Technology  , 8.3M ↑  0.1% ,  1.49M   ↑   0.4% ,
994, 994     ↓    4  ,   Facts Verse ,  Entertainment  , 8.3M ↑  0.1% ,  22.05K   ↑   17.5% ,
995, 995     ↓    4  ,   AwesomenessTV ,  Entertainment  , 8.29M   -   ,  36.08K   ↑   25.2% ,
996, 996     -   ,   News24 ,  News & Politics  , 8.29M   -   ,  2.68K    -    ,
997, 997     -   ,   Mamix? ,  People & Blogs  , 8.28M   -   ,  6.98M    -    ,
998, 998     ↓    3  ,   POPS MUSIC ,  Music  , 8.28M ↑  0.2% ,  6.13K   ↑   1.3% ,
999, 999     -   ,   O Reino Infantil ,  Music  , 8.28M   -   ,  129.23K    -    ,
1000, 1000     ↓    3  ,   Grandpa Kitchen ,  Howto & Style  , 8.28M ↑  0.2% ,  802.94K    ↓     0.2% ,
