,,ChannelInfo,Category,Subscribers ,Avg.Views ,NoxScore
670, 670     ↓    2  ,   VitalyzdTv ,  Entertainment  , 10.2M   -   ,  508.22K   ↑   0.6% ,1.14
671, 671   ↑   14  ,   Sab kuchh sikho jano ,  News & Politics  , 10.2M ↑  1% ,  248.04K    ↓     6.5% ,2.87
672, 672   ↑   1  ,   DJ Khaled ,  People & Blogs  , 10.2M   -   ,  352.39K   ↑   2.6% ,1.71
673, 673     ↓    4  ,   Typical Gamer ,  Gaming  , 10.2M   -   ,  1.31M    ↓     7.7% ,3.82
674, 674     ↓    3  ,   Luan Santana ,  Music  , 10.2M   -   ,  3.75M    ↓     2% ,3.63
675, 675     ↓    8  ,   The Q ,  Science & Technology  , 10.2M   -   ,  4.93M    ↓     0.7% ,3.48
676, 676   ↑   19  ,   DopeLyrics ,  Music  , 10.2M ↑  2% ,  103.72K    ↓     18.9% ,3.25
677, 677     ↓    7  ,   SBT Online ,  Entertainment  , 10.2M   -   ,  19.79K   ↑   42.2% ,2.95
678, 678     ↓    2  ,   Awakening Music ,  Music  , 10.1M   -   ,  486.89K   ↑   2% ,1.28
679, 679   ↑   2  ,   P!NK ,  Music  , 10.1M   -   ,  4.22M   ↑   0.7% ,1.01
680, 680     ↓    3  ,   BuzzFeed Multiplayer ,  Gaming  , 10.1M   -   ,  210.99K    ↓     11.9% ,2.48
681, 681   ↑   1  ,   Cut ,  Entertainment  , 10.1M   -   ,  267.64K   ↑   1.7% ,2.72
682, 682   ↑   7  ,   50 Cent ,  Music  , 10.1M ↑  1% ,  4.32M   ↑   0.4% ,1.91
683, 683     ↓    5  ,   Deji ,  Entertainment  , 10.1M   -   ,  651.15K    ↓     12.2% ,3.04
684, 684   ↑   12  ,   LEGO ,  Entertainment  , 10.1M ↑  1% ,  14.85K    ↓     34% ,2.76
685, 685     ↓    5  ,   Craftingeek* ,  Howto & Style  , 10.1M   -   ,  1.13M    ↓     9.7% ,3.5
686, 686   ↑   15  ,   Eva Bravo Play ,  Entertainment  , 10.1M ↑  1.3% ,  8.45M    ↓     3.4% ,4.95
687, 687     ↓    8  ,   JD Pantoja ,  Music  , 10.1M   -   ,  54.68M   ↑   0.4% ,0.95
688, 688     ↓    5  ,   LA DIVAZA ,  Entertainment  , 10.1M   -   ,  4.46M   ↑   0.3% ,4.11
689, 689   ↑   10  ,   व्लाद और निकिता ,  Entertainment  , 10.1M ↑  1% ,  8.67M   ↑   7.2% ,4.88
690, 690   ↑   2  ,   UFC - Ultimate Fighting Championship ,  Sports  , 10.1M ↑  1% ,  562.27K    ↓     4.6% ,3.3
691, 691   ↑   3  ,   Kluna Tik ,  Entertainment  , 10.1M ↑  1% ,  1.7M    ↓     7.3% ,3.16
692, 692     ↓    8  ,   News18 India ,  News & Politics  , 10.1M   -   ,  14.29K   ↑   192.2% ,2.32
693, 693     ↓    3  ,   Давай поиграем в игрушки ,  People & Blogs  , 10M   -   ,  5.78M   ↑   0.3% ,1.49
694, 694   ↑   9  ,   Zach Choi ASMR ,  People & Blogs  , 10M ↑  0.6% ,  2.64M   ↑   1.9% ,4.29
695, 695     ↓    4  ,   Piuzinho ,  Gaming  , 10M   -   ,  1.41M    ↓     2.3% ,3.48
696, 696     ↓    3  ,   SiaVEVO ,  Music  , 10M   -   ,  25.66M   ↑   0.4% ,0.94
697, 697     ↓    9  ,   tanboy kun ,  Entertainment  , 10M   -   ,  3.48M    ↓     1.1% ,4.99
698, 698   ↑   13  ,   Prajapati News ,  Entertainment  , 10M ↑  1.1% ,  208.16K    ↓     12.5% ,3.16
699, 699     ↓    2  ,   ImagineDragonsVEVO ,  Music  , 10M   -   ,  75.96M   ↑   0.6% ,0.95
700, 700     ↓    14  ,   Bart Baker ,  Comedy  , 10M   -   ,  6.14M   ↑   0.1% ,0.91
701, 701     ↓    3  ,   Lil Nas X ,  Music  , 10M   -   ,  105.94M   ↑   0.3% ,0.99
702, 702     ↓    9  ,   NEXT9NEWS हर खबर आप तक ,  Entertainment  , 10M   -   ,  5.31K   ↑   70% ,2.04
703, 703     ↓    1  ,   MNCTV Official ,  Entertainment  , 10M ↑  0.6% ,  20.68K   ↑   88.1% ,2.79
704, 704   ↑   3  ,   Franciny Ehlke ,  People & Blogs  , 9.98M ↑  0.6% ,  1.03M   ↑   2.9% ,3.46
705, 705     ↓    5  ,   Toys Make Me Smile ,  Entertainment  , 9.98M ↑  0.1% ,  29.16M   ↑   0.3% ,0.78
706, 706   ↑   4  ,   НТВ ,  News & Politics  , 9.97M ↑  0.7% ,  98.4K   ↑   96.1% ,3.66
707, 707   ↑   8  ,   ولاية بطيخ | Melon City Show ,  Comedy  , 9.94M ↑  0.7% ,  631.77K    ↓     11.9% ,3.53
708, 708     ↓    3  ,   El Rincón De Giorgio ,  Entertainment  , 9.94M ↑  0.1% ,  1.39M    ↓     1.6% ,3.39
709, 709     ↓    6  ,   Toys And Funny Kids Play Doh Cartoons ,  Entertainment  , 9.94M   -   ,  10.99K   ↑   1.4% ,2.22
710, 710   ↑   4  ,   Thairath ,  News & Politics  , 9.93M ↑  0.6% ,  26.21K   ↑   599.6% ,2.41
711, 711     ↓    3  ,   Chill Nation ,  Music  , 9.93M ↑  0.2% ,  85.86K    ↓     7% ,2.68
712, 712     ↓    3  ,   Fortnite ,  Gaming  , 9.92M ↑  0.2% ,  1.9M    ↓     7.7% ,4.22
713, 713   ↑   9  ,   The Royalty Family ,  People & Blogs  , 9.92M ↑  1% ,  3.42M   ↑   0.3% ,4.87
714, 714     ↓    8  ,   Bethany Mota ,  Howto & Style  , 9.91M   ↓   0.1% ,  883.51K    ↓     4.3% ,1.53
715, 715   ↑   5  ,   Top Viral Talent ,  Entertainment  , 9.9M ↑  0.6% ,  278.15K   ↑   18.7% ,2.5
716, 716     ↓    4  ,   How It Should Have Ended ,  Film & Animation  , 9.89M ↑  0.1% ,  3.94M    ↓     1.7% ,1.65
717, 717     -   ,   Maymo ,  Pets & Animals  , 9.88M ↑  0.2% ,  4.45M    ↓     0.6% ,3.72
718, 718     ↓    5  ,   Pina Records ,  Music  , 9.88M ↑  0.1% ,  35.57M   ↑   0.4% ,0.96
719, 719     ↓    3  ,   HellomaphieMX ,  Entertainment  , 9.87M ↑  0.1% ,  984.95K   ↑   1.4% ,2.44
720, 720   ↑   4  ,   ABC News ,  News & Politics  , 9.86M ↑  0.6% ,  86.58K   ↑   43.6% ,3.14
721, 721     ↓    3  ,   FifthHarmonyVEVO ,  Music  , 9.86M   -   ,  27.23M   ↑   0.1% ,0.94
722, 722   ↑   6  ,   Bollywood Classics ,  Music  , 9.86M ↑  0.9% ,  57.2K    ↓     6.3% ,2.51
723, 723     ↓    4  ,   Comedy Central ,  Comedy  , 9.86M ↑  0.1% ,  179.49K   ↑   13.3% ,2.72
724, 724     ↓    1  ,   Dobre Brothers ,  Entertainment  , 9.85M ↑  0.3% ,  1.72M    ↓     5.9% ,4.12
725, 725   ↑   10  ,   Lucas Rangel ,  Comedy  , 9.85M ↑  1.1% ,  809.92K   ↑   24.1% ,3.06
726, 726     ↓    5  ,   Dalas Review ,  People & Blogs  , 9.84M ↑  0.1% ,  1.16M    ↓     2.3% ,3.41
727, 727   ↑   5  ,   Маша та Ведмідь ,  Education  , 9.82M ↑  0.7% ,  416.02K   ↑   59.8% ,2.61
728, 728   ↑   10  ,   Johny FamilyShow ,  Entertainment  , 9.81M ↑  1.2% ,  2.5M   ↑   1.4% ,2.34
729, 729   ↑   4  ,   CookingShooking Hindi ,  Howto & Style  , 9.81M ↑  0.6% ,  654.07K    ↓     4.5% ,2.77
730, 730     ↓    5  ,   Videogyan - Nursery Rhymes & Songs For Kids ,  Education  , 9.81M ↑  0.3% ,  895.3K    ↓     35.5% ,2.86
731, 731     ↓    5  ,   Lahari Music | T-Series ,  Music  , 9.81M ↑  0.4% ,  42.99K    ↓     80.3% ,3.17
732, 732     ↓    1  ,   Mo Vlogs ,  People & Blogs  , 9.8M ↑  0.5% ,  1.19M   ↑   12.3% ,3.44
733, 733     ↓    6  ,   Lana Del Rey ,  Music  , 9.79M ↑  0.2% ,  29.13M   ↑   0.1% ,0.96
734, 734     ↓    5  ,   Make Joke Of ,  Entertainment  , 9.78M ↑  0.2% ,  41.2M   ↑   0.7% ,2.84
735, 735   ↑   2  ,   Zig & Sharko ,  Film & Animation  , 9.78M ↑  0.7% ,  2.09M    ↓     5.6% ,4.12
736, 736     ↓    6  ,   TheSyndicateProject ,  Gaming  , 9.75M   ↓   0.1% ,  126.55K    ↓     5.8% ,2.48
737, 737     ↓    3  ,   HoomanTV ,  Entertainment  , 9.75M ↑  0.1% ,  6.04M    ↓     2.7% ,4.17
738, 738   ↑   4  ,   Blippi ,  Education  , 9.74M ↑  0.7% ,  7.46M   ↑   6.8% ,4.87
739, 739     -   ,   Halsey ,  Music  , 9.72M ↑  0.4% ,  394.36K   ↑   0.3% ,1.29
740, 740     ↓    4  ,   PitbullVEVO ,  Music  , 9.71M   -   ,  4.16M   ↑   0.7% ,0.8
741, 741     ↓    1  ,   Jass Records ,  Music  , 9.71M ↑  0.4% ,  539.92K    ↓     3.2% ,3.7
742, 742   ↑   7  ,   LOUD ,  Gaming  , 9.71M ↑  0.9% ,  1.61M    ↓     1.6% ,4.84
743, 743   ↑   12  ,   Jane ASMR 제인 ,  People & Blogs  , 9.7M ↑  1.1% ,  1.49M   ↑   0.4% ,4.8
744, 744     ↓    3  ,   Goldmines Premiere ,  Film & Animation  , 9.7M ↑  0.3% ,  194.51K   ↑   38.5% ,2.76
745, 745     -   ,   UnspeakableGaming ,  Gaming  , 9.69M ↑  0.3% ,  534.66K    ↓     11.5% ,3.15
746, 746   ↑   1  ,   PowerfulJRE ,  People & Blogs  , 9.68M ↑  0.4% ,  3.81M    ↓     1.6% ,4.61
747, 747     ↓    4  ,   stampylonghead ,  Gaming  , 9.68M ↑  0.1% ,  267.63K    ↓     7.8% ,2.67
748, 748     -   ,   LipaoGamer ,  Gaming  , 9.68M ↑  0.5% ,  230.26K   ↑   10.3% ,3.38
749, 749     ↓    5  ,   ENJO Entertainment ,  Film & Animation  , 9.67M   -   ,  3.03K   ↑   13.4% ,2.75
750, 750     ↓    4  ,   Ray William Johnson ,  Education  , 9.66M   -   ,  114.53K    ↓     7.3% ,2.3
751, 751     ↓    5  ,   Ray William Johnson ,  Education  , 9.66M   -   ,  114.53K    ↓     7.3% ,2.3
752, 752   ↑   2  ,   Barbie ,  Entertainment  , 9.65M ↑  0.4% ,  432.76K    ↓     5.9% ,2.9
753, 753   ↑   13  ,   the Hacksmith ,  Science & Technology  , 9.64M ↑  1.3% ,  2.59M   ↑   0.4% ,4.55
754, 754     ↓    4  ,   Red Bull ,  Sports  , 9.63M ↑  0.2% ,  203.79K   ↑   7.3% ,2.49
755, 755     ↓    4  ,   MBC مصر ,  Entertainment  , 9.63M ↑  0.2% ,  9.7K    ↓     58.2% ,2.49
756, 756   ↑   5  ,   GMMTV ,  Entertainment  , 9.62M ↑  0.6% ,  85.35K    ↓     26.2% ,3.26
757, 757     -   ,   Wish 107.5 ,  Music  , 9.62M ↑  0.5% ,  395.98K   ↑   12.8% ,3.09
758, 758   ↑   2  ,   O Canal do Joãozinho - Little Angel Português ,  Entertainment  , 9.62M ↑  0.6% ,  4.87M    ↓     1.6% ,4.69
759, 759     ↓    6  ,   luisitorey ,  Entertainment  , 9.61M   -   ,  340.98K    ↓     1.4% ,2.69
760, 760     ↓    4  ,   GoPro ,  Sports  , 9.61M ↑  0.3% ,  286.92K   ↑   11.9% ,2.75
761, 761     ↓    3  ,   Rebecca Zamolo ,  Entertainment  , 9.6M ↑  0.3% ,  3.62M    ↓     6% ,4.83
762, 762   ↑   35  ,   Super Senya ,  Entertainment  , 9.6M ↑  2.4% ,  3.3M   ↑   47.8% ,4.47
763, 763     -   ,   ETV Jabardasth ,  Comedy  , 9.59M ↑  0.4% ,  476.95K    ↓     19.4% ,4.05
764, 764     ↓    5  ,   Niki and Gabi ,  Howto & Style  , 9.58M ↑  0.1% ,  1.87M    ↓     3.7% ,3.25
765, 765     ↓    3  ,   My Mate Nate ,  Entertainment  , 9.57M ↑  0.2% ,  760.42K    ↓     0.1% ,3.35
766, 766   ↑   3  ,   DANIEL EL TRAVIESO VIDEOS ,  Comedy  , 9.56M ↑  0.4% ,  2.78M    ↓     12.1% ,4.41
767, 767   ↑   6  ,   Peppa Pig em Português Brasil - Canal Oficial ,  Film & Animation  , 9.56M ↑  0.7% ,  3.28M   ↑   4.5% ,4.72
768, 768   ↑   6  ,   Daily Dose Of Internet ,  Entertainment  , 9.55M ↑  0.7% ,  7.14M    ↓     1.1% ,4.95
769, 769     ↓    1  ,   QPark ,  Entertainment  , 9.55M ↑  0.3% ,  6.23M   ↑   0.6% ,4.11
770, 770     ↓    6  ,   emma chamberlain ,  Entertainment  , 9.55M ↑  0.2% ,  4.12M   ↑   1.2% ,4.81
771, 771     -   ,   BBC ,  Entertainment  , 9.55M ↑  0.4% ,  123.08K   ↑   69.4% ,3.04
772, 772   ↑   4  ,   MR. INDIAN HACKER ,  Science & Technology  , 9.54M ↑  0.9% ,  3.5M    ↓     1.5% ,4.95
773, 773     ↓    6  ,   Jessie J ,  Music  , 9.54M ↑  0.2% ,  745.03K   ↑   0.2% ,0.94
774, 774   ↑   10  ,   Más SKabeche ,  Entertainment  , 9.53M ↑  1.2% ,  3.25M   ↑   1.9% ,4.7
775, 775     ↓    3  ,   Tyga ,  Music  , 9.52M ↑  0.3% ,  8.16M   ↑   1.1% ,1.06
776, 776     ↓    6  ,   DrakeVEVO ,  Music  , 9.51M   -   ,  155.72M   ↑   0.4% ,2.77
777, 777     ↓    2  ,   Lil Wayne ,  Music  , 9.51M ↑  0.3% ,  718.17K   ↑   18.7% ,2.77
778, 778   ↑   3  ,   TrapMusicHDTV ,  Music  , 9.49M ↑  0.4% ,  1.25M    ↓     1.5% ,3.99
779, 779   ↑   13  ,   Narins Beauty ,  Entertainment  , 9.48M ↑  1% ,  4.59M    ↓     2.1% ,4.95
780, 780   ↑   13  ,   123 GO! Spanish ,  Entertainment  , 9.48M ↑  1% ,  8.49M    ↓     6.2% ,4.76
781, 781     ↓    4  ,   Muselk ,  Gaming  , 9.47M ↑  0.1% ,  1.2M   ↑   5.3% ,3.54
782, 782     ↓    4  ,   Ice Cream Rolls ,  Entertainment  , 9.46M ↑  0.1% ,  161.47K    ↓     7.4% ,3.12
783, 783     ↓    3  ,   Rayito ,  People & Blogs  , 9.45M   -   ,  637.22K   ↑   0.1% ,1.65
784, 784   ↑   1  ,   Blippi Español ,  Education  , 9.45M ↑  0.3% ,  2.72M   ↑   4.6% ,4.65
785, 785     ↓    3  ,   Tomorrowland ,  Music  , 9.45M ↑  0.1% ,  70.23K   ↑   5.8% ,2.62
786, 786   ↑   10  ,   Zee Bangla ,  Entertainment  , 9.44M ↑  0.6% ,  154.88K   ↑   6.1% ,2.97
787, 787     ↓    8  ,   Rooster Teeth ,  Comedy  , 9.44M   ↓   0.1% ,  89.05K   ↑   1.1% ,2.47
788, 788     ↓    1  ,   Mari Maria ,  Entertainment  , 9.43M ↑  0.2% ,  444.8K    ↓     4.7% ,3.04
789, 789     ↓    6  ,   AsapSCIENCE ,  Education  , 9.43M   -   ,  1.03M    ↓     1.3% ,2.25
790, 790   ↑   1  ,   Simone e Simaria ,  Music  , 9.42M ↑  0.2% ,  4.52M   ↑   0.3% ,2.49
791, 791     ↓    2  ,   Google ,  Science & Technology  , 9.42M ↑  0.2% ,  1.52M    ↓     9.2% ,3.4
792, 792     ↓    6  ,   Wylsacom ,  Science & Technology  , 9.42M ↑  0.1% ,  747.15K    ↓     2.4% ,3.19
793, 793   ↑   5  ,   Chotoonz TV - Funny Cartoons for Kids ,  Film & Animation  , 9.41M ↑  0.4% ,  265.11K    ↓     26.9% ,2.71
794, 794     ↓    6  ,   Family Fun Pack ,  Entertainment  , 9.41M ↑  0.1% ,  357.96K   ↑   1.4% ,2.77
795, 795     ↓    5  ,   Laurinha e Helena - Clubinho da Laura ,  People & Blogs  , 9.41M ↑  0.1% ,  362.2K    ↓     0.8% ,2.78
796, 796     ↓    2  ,   TsMadaan ,  Education  , 9.41M ↑  0.3% ,  233.4K   ↑   5.1% ,2.62
797, 797   ↑   2  ,   Matheus e Kauan ,  Music  , 9.39M ↑  0.2% ,  4.78M    ↓     1.2% ,1.35
798, 798   ↑   3  ,   Yudist Ardhana ,  Entertainment  , 9.39M ↑  0.5% ,  547.71K    ↓     24.8% ,3.55
799, 799     ↓    4  ,   Toyscouter ,  Howto & Style  , 9.38M   -   ,   -    ,0.88
800, 800     -   ,   Wismichu ,  Entertainment  , 9.36M ↑  0.1% ,  2.63M   ↑   0.2% ,3.05
801, 801     ↓    1  ,   Wismichu ,  Entertainment  , 9.36M ↑  0.1% ,  2.63M   ↑   0.2% ,3.05
802, 802   ↑   1  ,   Programa Pânico Lab ,  Entertainment  , 9.35M ↑  0.1% ,  115.78K   ↑   0.6% ,1.6
803, 803   ↑   3  ,   Coke Studio ,  Music  , 9.35M ↑  0.3% ,  2.92M   ↑   9.3% ,1.12
804, 804     -   ,   办公室小野官方频道 Ms Yeah Official Channel ,  Howto & Style  , 9.35M ↑  0.2% ,  1.3M   ↑   1.4% ,1.77
805, 805     ↓    3  ,   Joey Graceffa ,  People & Blogs  , 9.35M ↑  0.1% ,  832.28K   ↑   5.1% ,2.7
806, 806   ↑   2  ,   JP Plays ,  Gaming  , 9.34M ↑  0.5% ,  748.72K   ↑   3.7% ,3.56
807, 807   ↑   15  ,   Aayu and Pihu Show ,  People & Blogs  , 9.32M ↑  1.6% ,  11.39M    ↓     0.8% ,5
808, 808     ↓    1  ,   Kuplinov ► Play ,  Gaming  , 9.31M ↑  0.2% ,  738.36K    ↓     7% ,3.44
809, 809   ↑   1  ,   Поззи ,  Gaming  , 9.3M ↑  0.4% ,  547.22K    ↓     1.8% ,3.23
810, 810   ↑   13  ,   Nat and Essie ,  Gaming  , 9.3M ↑  1.4% ,  64.95K    ↓     53.5% ,2.64
811, 811     -   ,   Caracol Raivoso ,  Comedy  , 9.29M ↑  0.3% ,  61.64K    ↓     99.1% ,1.21
812, 812     -   ,   Sidemen ,  Entertainment  , 9.29M ↑  0.4% ,  7.79M   ↑   1.5% ,4.7
813, 813   ↑   1  ,   T-Series Regional ,  Music  , 9.28M ↑  0.5% ,  32.61K   ↑   1.7% ,1.18
814, 814   ↑   10  ,   Ivana Alawi ,  People & Blogs  , 9.27M ↑  1.2% ,  7.09M    ↓     0.3% ,4.76
815, 815     ↓    6  ,   Karina Garcia ,  Howto & Style  , 9.26M   -   ,  1.18M    ↓     3.7% ,3.17
816, 816     -   ,   Mazhavil Manorama ,  Entertainment  , 9.26M ↑  0.7% ,  25.37K   ↑   7.9% ,3.24
817, 817     ↓    4  ,   ZarcortGame ,  Entertainment  , 9.25M ↑  0.1% ,  631.22K   ↑   2.6% ,1.16
818, 818     ↓    3  ,   GoldminesAction ,  Film & Animation  , 9.23M ↑  0.3% ,  81.48K   ↑   5.3% ,2.81
819, 819     -   ,   T-STUDIO ,  Howto & Style  , 9.23M ↑  0.5% ,  938.99K   ↑   32.5% ,3.12
820, 820     ↓    3  ,   DuDuPopTOY ,  Entertainment  , 9.22M ↑  0.3% ,  68.4K   ↑   1.6% ,2.42
821, 821   ↑   8  ,   Koo Koo TV - Hindi ,  Entertainment  , 9.22M ↑  1.2% ,  3.3M   ↑   20.7% ,4.88
822, 822     ↓    2  ,   TwinRoozi 쌍둥이 루지 ,  People & Blogs  , 9.21M ↑  0.3% ,  10.95M   ↑   0.2% ,4.07
823, 823   ↑   4  ,   BBC News Hindi ,  News & Politics  , 9.2M ↑  0.9% ,  162.23K   ↑   9.5% ,2.69
824, 824   ↑   1  ,   Vy Qwaint ,  Howto & Style  , 9.19M ↑  0.4% ,  6.9M   ↑   0.5% ,4.8
825, 825   ↑   5  ,   HZHtube Kids Fun ,  Entertainment  , 9.18M ↑  0.8% ,  1.45M   ↑   18.1% ,4.02
826, 826     ↓    8  ,   Tati ,  Howto & Style  , 9.18M   ↓   0.1% ,  1.29M   ↑   0.5% ,2.71
827, 827     ↓    6  ,   Haryanvi Maina ,  Music  , 9.18M ↑  0.1% ,  13.17K    ↓     3.2% ,2.51
828, 828   ↑   3  ,   BERTH OH! ,  Entertainment  , 9.16M ↑  0.5% ,  1.51M   ↑   11.6% ,3.84
829, 829   ↑   5  ,   Sun TV ,  Entertainment  , 9.15M ↑  0.8% ,  100.2K   ↑   72.1% ,2.66
830, 830     ↓    4  ,   LadyGagaVEVO ,  Music  , 9.14M   -   ,  51.23M   ↑   0.9% ,3.18
831, 831   ↑   7  ,   Zee Music Classic ,  Music  , 9.14M ↑  0.9% ,  7.29K   ↑   17.9% ,2.56
832, 832     ↓    4  ,   The Bee Family ,  People & Blogs  , 9.12M ↑  0.1% ,  789.41K    ↓     1.6% ,3.02
833, 833     ↓    1  ,   Pautips ,  Howto & Style  , 9.1M   -   ,  608.98K   ↑   1.5% ,2.79
834, 834   ↑   1  ,   SuperMarioLogan ,  Entertainment  , 9.1M ↑  0.3% ,  18.45M   ↑   0.3% ,1.01
835, 835     ↓    2  ,   PlaticaPolinesia ,  Music  , 9.1M   -   ,  7.11M   ↑   0.7% ,1.03
836, 836     -   ,   Clean Bandit ,  Music  , 9.09M ↑  0.2% ,  4.22M   ↑   3.5% ,3.22
837, 837   ↑   2  ,   The Film Theorists ,  Film & Animation  , 9.08M ↑  0.2% ,  2.51M    ↓     0.1% ,4.67
838, 838   ↑   2  ,   Brincando com o Rafael ,  Entertainment  , 9.08M ↑  0.2% ,  269.16K    ↓     85.1% ,2.3
839, 839   ↑   2  ,   Cris Devil Gamer ,  Gaming  , 9.06M ↑  0.3% ,  1.38M    ↓     8.9% ,4.2
840, 840   ↑   8  ,   ToyTocToc ,  Entertainment  , 9.06M ↑  1% ,  153K   ↑   7% ,2.16
841, 841     ↓    4  ,   WIFI ,  Music  , 9.06M   -   ,  106.44K   ↑   4.4% ,2.76
842, 842     -   ,   Raditya Dika ,  People & Blogs  , 9.04M ↑  0.2% ,  643.54K   ↑   7.8% ,3.11
843, 843   ↑   10  ,   7 Minutoz ,  Music  , 9.02M ↑  0.7% ,  3.13M   ↑   3.6% ,1.98
844, 844   ↑   3  ,   Stone Music Entertainment ,  Music  , 9.02M ↑  0.4% ,  76.3K    ↓     93% ,3.11
845, 845     ↓    2  ,   RocketJump ,  Film & Animation  , 9.01M   -   ,  1.51M   ↑   0.3% ,0.9
846, 846   ↑   4  ,   GIMS ,  Music  , 9.01M ↑  0.4% ,  6.05M   ↑   1.7% ,3.91
847, 847   ↑   4  ,   The Noite com Danilo Gentili ,  Comedy  , 9M ↑  0.3% ,  152.54K   ↑   20.6% ,2.99
848, 848     ↓    3  ,   Tauz ,  Music  , 9M ↑  0.1% ,  5.37M   ↑   0.1% ,0.95
849, 849     -   ,   NTN Vlogs ,  Entertainment  , 9M ↑  0.3% ,  3.01M    ↓     1% ,4.63
850, 850     ↓    6  ,   CinemaSins ,  Film & Animation  , 9M ↑  0.1% ,  626.61K   ↑   4.6% ,2.79
851, 851   ↑   4  ,   Kids smile TV ,  Entertainment  , 9M ↑  0.4% ,  3.81M   ↑   2.2% ,3.75
852, 852     -   ,   Kendrick Lamar , , 8.99M ↑  0.2% ,   -    ,0.76
853, 853   ↑   1  ,   الجانب المُشرق | Bright Side Arabic ,  Howto & Style  , 8.99M ↑  0.3% ,  28.31K    ↓     11.5% ,3.06
854, 854     ↓    7  ,   Safiya Nygaard ,  People & Blogs  , 8.98M   -   ,  10.79M   ↑   0.3% ,3.96
855, 855   ↑   12  ,   MyMissAnand ,  Entertainment  , 8.98M ↑  1.1% ,  10.25M    ↓     0.8% ,4.64
856, 856   ↑   15  ,   Rubius Z ,  Gaming  , 8.98M ↑  1.1% ,  4.79M   ↑   11.1% ,4.92
857, 857   ↑   1  ,   Wild 'N Out ,  Entertainment  , 8.97M ↑  0.2% ,  2.4M   ↑   2.9% ,2.52
858, 858     ↓    2  ,   FROST ,  Entertainment  , 8.96M ↑  0.1% ,  703.52K   ↑   0.5% ,2.83
859, 859   ↑   36  ,   TRT Ertugrul by PTV ,  Entertainment  , 8.96M ↑  2.4% ,  6.99M   ↑   3% ,5
860, 860   ↑   1  ,   Justin Timberlake ,  Music  , 8.95M ↑  0.2% ,  1.54M   ↑   0.1% ,0.9
861, 861     ↓    4  ,   RomeoSantosVEVO ,  Music  , 8.95M   -   ,  67.95M    ↓     19.6% ,0.92
862, 862     -   ,   Kylie Jenner ,  People & Blogs  , 8.95M ↑  0.3% ,  12.25M   ↑   0.3% ,3.86
863, 863     ↓    4  ,   FIFATV ,  Sports  , 8.94M   -   ,  43.88K    ↓     6.7% ,2.51
864, 864   ↑   10  ,   Totoykids Español ,  Film & Animation  , 8.94M ↑  0.9% ,  2.7M    ↓     0.3% ,1.88
865, 865   ↑   10  ,   Zee Telugu ,  Entertainment  , 8.94M ↑  1% ,  124.48K   ↑   19.4% ,4.53
866, 866   ↑   6  ,   Kabita's Kitchen ,  Howto & Style  , 8.93M ↑  0.7% ,  352.93K   ↑   7.1% ,3.21
867, 867   ↑   13  ,   NDTV India ,  Nonprofits & Activism  , 8.93M ↑  1.1% ,  1.22K    ↓     97.7% ,2.45
868, 868   ↑   1  ,   Hueva ,  Gaming  , 8.93M ↑  0.6% ,  1.57M   ↑   0.4% ,3.58
869, 869     ↓    9  ,   はじめしゃちょー（hajime） ,  Entertainment  , 8.93M   -   ,  1.82M    ↓     9.1% ,4.25
870, 870   ↑   15  ,   Netflix India ,  Entertainment  , 8.93M ↑  1.4% ,  386.76K    ↓     6.6% ,3.14
871, 871     ↓    7  ,   Star Casablanca | نجوم الدار البيضاء ,  Music  , 8.92M ↑  0.3% ,  3.94M   ↑   4.8% ,3.06
872, 872     ↓    9  ,   So Yummy ,  Howto & Style  , 8.92M ↑  0.2% ,  1.77M    ↓     15.2% ,2.83
873, 873     -   ,   TikTak Draw ,  Entertainment  , 8.9M ↑  0.3% ,  555.69K   ↑   11.2% ,3.26
874, 874     ↓    4  ,   Genius ,  Music  , 8.9M ↑  0.2% ,  111.68K   ↑   6.4% ,3
875, 875     ↓    7  ,   SAS-ASMR ,  Entertainment  , 8.89M ↑  0.1% ,  430.87K    ↓     9.6% ,3.07
876, 876     ↓    11  ,   Michelle Phan ,  Howto & Style  , 8.88M   -   ,  1.36M   ↑   0.2% ,1.16
877, 877     ↓    11  ,   LaurDIY ,  Howto & Style  , 8.88M   -   ,  1.2M    ↓     1.2% ,2.78
878, 878     ↓    1  ,   welovekamikaze ,  Entertainment  , 8.87M ↑  0.2% ,  1.6M   ↑   0.2% ,1.1
879, 879   ↑   3  ,   The Infographics Show ,  Education  , 8.86M ↑  0.3% ,  278.58K    ↓     12.1% ,3.23
880, 880     ↓    4  ,   Miniminter ,  Entertainment  , 8.86M ↑  0.1% ,  2.64M    ↓     4.6% ,3.94
881, 881     ↓    3  ,   DemolitionRanch ,  Sports  , 8.86M ↑  0.2% ,  2.81M    ↓     7.4% ,4.65
882, 882     ↓    1  ,   OneRepublic ,  Music  , 8.85M ↑  0.2% ,  1.76M   ↑   0.7% ,1.11
883, 883   ↑   9  ,   Crescendo com Luluca ,  People & Blogs  , 8.85M ↑  0.9% ,  1.24M    ↓     0.4% ,3.71
884, 884   ↑   4  ,   Crazy Frog ,  Music  , 8.84M ↑  0.7% ,  281.44M   ↑   0.8% ,1.11
885, 885     ↓    6  ,   Denis ,  Gaming  , 8.84M ↑  0.1% ,  420.33K    ↓     2% ,3.01
